,CASEID,SURV_LANG,FITIN,FRIEND1,FRIEND2,FRIEND3,FRIEND4_1,FRIEND4_2,FRIEND4_3,FRIEND4_4,FRIEND4_5,FRIEND4_6,FRIEND5,FRIEND6_1,FRIEND6_2,FRIEND6_3,FRIEND6_4,FRIEND6_5,FRIEND6_6,FRIEND6_7,DEVICEA,DEVICEB,DEVICEC,DEVICED,HOMEWORKA,HOMEWORKB,HOMEWORKC,INTREQ,GAMING,SNS1_1,SNS1_2,SNS1_3,SNS1_4,SNS1_5,SNS1_6,SNS1_7,SNS1_8,SNS2,SOC1,SOC1A_GOOD_1,SOC1A_GOOD_2,SOC1A_GOOD_3,SOC1A_GOOD_4,SOC1A_GOOD_5,SOC1A_GOOD_6,SOC1A_GOOD_7,SOC1A_BAD_1,SOC1A_BAD_2,SOC1A_BAD_3,SOC1A_BAD_4,SOC1A_BAD_5,SOC1A_BAD_6,SOC1A_BAD_7,SOC1A_OTHER,SOC1A_DK_REF,POST1A,POST1B,POST1C,POST1D,POST1E,POST2_1,POST2_2,POST2_3,POST2_4,POST2_5,POST2_6,POST2_7,POST2_8,SOC2POSA,SOC2POSB,SOC2POSC,SOC2POSD,SOC2NEGA,SOC2NEGB,SOC2NEGC,SOC2NEGD,SOC4A,SOC4B,SOC4C,SOC4D,SOC5A,SOC5B,SOC5C,SOC6,SOC7_1,SOC7_2,SOC7_3,SOC7_4,SOC7_5,SOC7_6,SOCEXPA,SOCEXPB,SOCEXPC,SOCEXPD,WORRYA,WORRYB,WORRYC,LIMITA,LIMITB,LIMITC,CELL1_1,CELL1_2,CELL1_3,CELL1_4,CELL1_5,CELL1_6,CELL2A,CELL2B,CELL2C,CELL2D,CELL3A,CELL3B,CELL3C,DISTRACT,GROUP1,GROUP2_1,GROUP2_2,GROUP2_3,GROUP2_4,GROUP2_5,GROUP2_6,GROUP2_7,GROUP2_8,GROUP2_9,GROUP2_10,GROUP2_11,GROUP3A,GROUP3B,GROUP3C,GROUP3D,OH1A,OH1B,OH1C,OH1D,OH2A,OH2B,OH2C,OH2D,OH2E,OH2F,OH3_1,OH3_2,OH3_3,OH3_4,OH3_5,OH3_6,OH3_7,GUN1,GUN2A,GUN2B,GUN2C,GUN2D,GUN2E,GENDER,AGE,P_EDUC,RACETHNICITY,HOME_TYPE,HOUSING,INCOME,INTERNET,PHONESERVICE,METRO,REGION4,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV,CO_DATE,DURATION,SURV_MODE,MODE_END,DEVICE,WEIGHT
377,1436,,2,1,1,3,0,1,1,1,0,0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,1,2,3,3,4,1,1,1,1,1,1,1,0,0,0,5.0,3,,,,,,,,,,,,,,,,,4,3.0,4.0,4.0,4.0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3.0,3,1.0,1.0,2.0,1.0,2,4,4,3,,,,,,,3,2,2,1,1,3,2,1,1,1.0,0,0,0,0,0,1,2,1,2,2,2.0,2.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,3,3,3,2,3,3,3,4,3,3,0,0,0,0,0,0,1,2,1,1,4,1,3,1.0,17,14.0,1.0,1,1,15,1,2,1,1,4,1,0,1,0,2,20180327,10.95,2,2,,1.000438021
378,1437,,1,3,3,3,0,0,1,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,4,4,4,2,1,0,1,0,1,1,0,0,0,4.0,1,1.0,,,,,,,,,,,,,,,,1,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,1,1,1,1,3,3,3.0,3,1.0,1.0,2.0,1.0,3,3,3,3,,,,,,,1,1,1,1,3,3,3,2,2,2.0,0,0,1,0,0,0,1,2,1,3,2.0,3.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,1,1,1,1,1,4,4,1,1,4,0,0,0,0,0,0,1,3,4,4,4,4,4,2.0,13,12.0,2.0,1,1,15,1,4,1,2,6,0,0,1,0,5,20180312,5.833333333,2,2,,0.543470175
379,1438,,2,1,4,3,0,1,0,1,0,0,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,2,1,3,1,3,3,1,1,1,1,1,1,1,0,0,5.0,3,,,,,,,,,,,,,,,,,3,2.0,3.0,3.0,3.0,0,0,1,0,0,0,0,0,1,2,1,1,3,3,3.0,3,1.0,1.0,1.0,2.0,3,1,3,2,1.0,1.0,0.0,1.0,1.0,0.0,3,4,3,3,3,3,1,1,1,2.0,0,0,0,0,0,1,3,3,1,3,1.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1,1,1,1,3,3,3,1,2,2,1,0,1,0,0,0,0,2,1,3,3,1,2,1.0,15,10.0,3.0,1,2,5,1,4,1,4,6,0,2,2,0,2,20180309,10.1,2,2,,3.7927369
380,1439,,1,3,3,2,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,4,4,4,1,1,0,1,0,1,0,0,0,0,4.0,2,,,,,,,,,,,,,1.0,,,,3,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3.0,3,2.0,2.0,2.0,2.0,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,3,4,4,4,1,1,3,1,1,1.0,1,0,0,0,0,0,2,1,2,1,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,1,2,2,2,2,2,2,2.0,13,12.0,4.0,1,1,8,1,4,1,1,5,0,0,2,1,2,20180330,8.15,2,2,,1.918078068
381,1440,,1,1,1,2,1,1,0,1,1,0,1,,,,,,,,1,1,1,2,2,4,2,2,1,0,1,1,1,1,0,0,0,4.0,2,,,,,,,,,,1.0,,,,,,,1,3.0,2.0,1.0,4.0,1,1,1,0,1,1,1,0,1,3,2,2,3,2,2.0,2,1.0,1.0,2.0,1.0,4,2,4,4,,,,,,,2,4,3,4,1,1,1,2,2,2.0,1,1,1,1,1,0,1,1,1,4,2.0,4.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2,3,2,1,3,4,4,4,3,4,1,0,1,0,0,1,0,3,2,2,4,2,2,1.0,15,10.0,3.0,1,1,6,1,4,1,3,3,0,0,1,1,1,20180408,37.58333333,2,2,,0.95521368
382,1441,,2,4,2,3,0,1,1,1,1,0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,4,4,4,1,1,1,0,1,0,1,0,1,0,5.0,2,,,,,,,,,,,,,,,98.0,,3,1.0,4.0,1.0,1.0,1,1,1,1,1,0,1,0,1,1,1,1,3,2,1.0,2,1.0,1.0,2.0,1.0,1,1,4,3,,,,,,,1,1,3,4,3,3,3,1,1,1.0,1,1,0,1,1,0,1,1,1,4,2.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,3,1,4,3,1,1,3,1,1,1,1,0,0,0,1,4,4,4,4,4,1.0,15,12.0,4.0,2,2,10,1,2,1,4,4,0,1,0,1,2,20180407,14.7,2,2,,0.349439592
383,1442,,1,3,3,3,0,0,0,1,0,0,1,,,,,,,,1,2,1,2,4,4,3,2,1,0,1,1,1,1,0,0,0,3.0,3,,,,,,,,,,,,,,,,,2,3.0,3.0,4.0,3.0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3.0,3,1.0,1.0,1.0,1.0,4,4,4,2,0.0,0.0,0.0,0.0,0.0,1.0,77,77,77,77,1,1,2,1,1,1.0,1,0,1,0,0,0,3,3,4,3,3.0,2.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,1,1,2,2,3,4,4,4,4,4,0,0,0,0,0,0,1,3,2,2,3,2,3,2.0,14,8.0,2.0,2,1,6,1,4,1,1,1,0,0,0,0,1,20180322,18.66666667,2,2,,2.21407578
384,1443,,1,2,1,3,0,1,0,0,0,0,3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,2,1,2,4,4,4,2,1,0,1,0,1,1,0,0,0,4.0,2,,,,,,,,,,,,,1.0,,,,4,2.0,4.0,2.0,4.0,1,1,1,0,0,1,0,0,2,1,2,2,1,1,1.0,1,2.0,2.0,1.0,2.0,2,2,3,2,1.0,0.0,1.0,1.0,1.0,0.0,1,3,1,1,1,1,3,1,1,1.0,1,0,0,0,1,0,2,1,2,4,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,1,1,1,1,4,4,4,3,4,4,0,1,0,0,0,0,0,4,1,1,4,1,1,1.0,15,13.0,1.0,1,1,18,1,4,1,1,5,0,0,1,2,2,20180404,8.3,2,2,,4.81564012
386,1445,,2,2,1,2,1,1,1,1,1,0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,2,2,2,2,2,1,2,1,1,1,1,1,0,0,0,5.0,2,,,,,,,,,,,1.0,,,,,,2,2.0,2.0,3.0,2.0,1,1,1,1,1,1,1,0,2,1,2,2,2,2,2.0,2,2.0,2.0,1.0,2.0,2,2,2,1,1.0,0.0,0.0,1.0,1.0,0.0,1,2,1,1,1,1,,1,1,,1,0,1,0,1,0,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1,1,1,1,3,3,3,3,3,3,0,1,1,1,1,1,0,2,1,2,2,1,2,2.0,15,10.0,4.0,3,1,1,1,1,1,3,2,0,0,0,0,2,20180323,12.16666667,2,2,,0.147701149
387,1446,,1,2,1,1,1,0,1,0,1,0,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,1,1,4,2,3,1,1,0,1,1,1,1,0,0,0,4.0,3,,,,,,,,,,,,,,,,,2,4.0,2.0,1.0,3.0,0,1,1,0,1,0,1,0,2,3,1,2,2,2,2.0,1,1.0,1.0,2.0,1.0,2,2,3,2,1.0,0.0,0.0,1.0,1.0,0.0,77,77,3,2,1,1,2,2,1,2.0,1,0,1,0,1,0,1,2,1,1,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2,1,1,1,4,4,4,2,2,3,1,0,1,0,0,1,0,2,2,2,4,3,3,2.0,14,10.0,4.0,1,1,8,1,4,1,4,5,1,0,1,0,3,20180409,22.65,2,2,,0.440282742
388,1447,,1,3,2,2,0,1,1,1,1,0,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,0,0,5.0,3,,,,,,,,,,,,,,,,,3,4.0,2.0,1.0,3.0,1,1,1,0,0,0,1,0,1,1,1,2,1,1,3.0,2,1.0,2.0,2.0,1.0,1,1,1,3,,,,,,,1,3,1,3,1,1,1,2,2,2.0,1,0,1,0,1,0,1,2,1,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,98.0,98.0,98.0,98.0,1,1,1,2,2,3,4,1,3,2,1,1,1,0,1,1,0,1,1,1,2,1,2,2.0,15,13.0,4.0,1,1,16,1,2,1,3,4,0,0,1,1,2,20180407,23.15,2,2,,1.697279924
390,1449,,1,4,4,2,0,1,0,0,1,0,3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,2,3,2,3,1,1,1,1,0,1,1,1,0,0,5.0,3,,,,,,,,,,,,,,,,,1,4.0,3.0,3.0,4.0,0,0,1,0,0,0,0,0,3,2,3,1,3,3,3.0,3,1.0,1.0,2.0,1.0,2,4,4,3,,,,,,,1,3,2,2,1,1,3,2,2,2.0,0,0,0,0,0,1,2,2,3,2,2.0,2.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,1,1,2,2,2,1,1,1,3,2,0,0,0,0,0,0,1,1,1,2,4,1,1,2.0,15,13.0,2.0,3,2,11,1,2,1,2,4,0,1,0,1,2,20180406,10.75,2,2,,0.807763526
391,1450,,1,4,1,3,0,0,0,1,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,4,2,4,1,1,0,1,1,1,1,0,0,0,4.0,1,,,,,,,,,,,,,,,98.0,,2,2.0,2.0,2.0,4.0,1,0,0,0,0,0,0,0,2,2,1,2,2,1,1.0,1,2.0,2.0,1.0,2.0,2,1,2,2,1.0,0.0,0.0,0.0,0.0,0.0,3,3,4,3,1,1,2,2,2,2.0,1,0,0,0,0,0,2,2,1,2,2.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,1,1,1,2,3,4,3,2,3,2,0,0,1,0,0,0,0,2,1,3,2,1,2,2.0,15,13.0,1.0,1,1,16,1,2,1,1,6,0,0,1,3,2,20180405,12.35,2,2,,1.014754963
392,1451,,2,4,2,2,0,1,0,1,1,0,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,1,1,4,3,4,2,1,0,0,1,1,1,0,0,0,5.0,1,1.0,,,,,,,,,,,,,,,,2,3.0,2.0,2.0,2.0,1,0,0,0,0,0,0,0,2,2,2,3,2,3,3.0,2,2.0,2.0,2.0,1.0,4,4,3,2,1.0,0.0,0.0,0.0,1.0,0.0,2,3,2,2,3,3,2,2,2,2.0,1,0,0,0,0,0,2,2,2,2,2.0,4.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2,2,2,3,3,4,3,3,4,4,0,0,0,0,0,1,0,2,2,2,3,2,2,1.0,15,12.0,1.0,1,1,14,1,3,1,2,4,0,0,1,1,2,20180311,12.48333333,2,2,,0.472436728
393,1452,,1,1,3,3,0,0,0,1,0,0,3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,2,1,1,4,3,4,2,1,0,0,0,0,1,0,0,0,,2,,,,,,,,,,,,1.0,,,,,4,1.0,4.0,2.0,2.0,0,0,0,0,0,0,0,1,3,1,2,2,2,2,3.0,2,2.0,1.0,2.0,1.0,1,2,4,2,1.0,1.0,0.0,0.0,0.0,0.0,2,4,3,3,2,2,2,2,2,2.0,0,1,0,1,0,0,2,2,1,3,4.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,3.0,2,2,1,1,4,3,3,3,2,3,1,0,0,0,0,0,0,1,1,1,2,1,1,2.0,15,10.0,4.0,3,2,9,1,4,1,4,3,0,0,0,0,1,20180309,28.68333333,2,2,,1.951236702
394,1453,,1,2,1,3,0,0,0,1,1,0,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,1,2,4,2,4,1,1,0,1,0,1,1,0,0,0,5.0,1,1.0,,,,,,,,,,,,,,,,4,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,1,2,2,2,1,3,3,3.0,3,2.0,2.0,1.0,2.0,2,4,4,2,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1,2,1,3,3,2,2,1.0,1,1,0,0,0,0,1,2,1,3,3.0,2.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,1,1,1,2,3,3,3,3,3,4,0,0,0,0,0,0,1,3,2,3,4,2,2,2.0,13,12.0,1.0,1,1,16,1,4,1,3,3,0,0,1,0,2,20180323,17.7,2,2,,0.475892185
395,1454,,1,2,2,3,1,0,0,0,0,0,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,2,1,1,3,4,4,2,1,0,1,1,1,1,1,0,0,5.0,1,,,,,,1.0,,,,,,,,,,,2,3.0,3.0,2.0,4.0,1,0,1,0,0,0,1,0,2,1,1,2,3,3,2.0,2,1.0,1.0,1.0,1.0,3,4,4,3,,,,,,,1,3,2,1,1,3,3,1,1,2.0,0,1,0,0,0,0,1,2,1,3,3.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1,2,1,1,2,3,3,3,3,2,1,0,0,0,0,0,0,1,1,2,4,1,2,2.0,16,11.0,4.0,1,3,7,1,4,1,4,4,0,0,0,0,4,20180405,26.16666667,2,2,,0.224390824
397,1456,,2,4,1,2,0,0,1,0,0,0,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1,4,3,4,2,1,1,0,0,1,1,0,0,0,5.0,3,,,,,,,,,,,,,,,,,4,4.0,4.0,2.0,3.0,0,0,0,0,0,0,0,1,3,3,2,3,2,2,3.0,3,1.0,1.0,1.0,1.0,4,3,2,2,1.0,0.0,0.0,1.0,1.0,0.0,77,3,4,3,3,3,1,1,1,1.0,0,0,0,0,0,1,3,2,1,2,2.0,2.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2,3,2,1,3,4,3,3,3,4,1,0,1,0,0,0,0,3,1,1,3,1,2,1.0,15,11.0,4.0,3,1,10,1,2,1,1,4,0,0,0,1,3,20180322,18.28333333,2,2,,0.279870825
399,1458,,2,4,4,2,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,1,1,4,2,4,1,2,0,0,1,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,3,3.0,3.0,3.0,4.0,0,0,0,0,0,0,1,0,2,3,3,3,3,2,3.0,3,2.0,2.0,1.0,2.0,2,2,4,2,0.0,0.0,0.0,1.0,0.0,0.0,2,2,2,2,1,3,,2,1,,1,0,0,0,0,0,2,1,3,2,2.0,1.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1,1,1,1,3,3,4,2,3,2,1,0,0,0,1,1,0,1,1,1,4,4,1,2.0,13,12.0,4.0,4,2,4,1,4,1,3,3,0,0,1,1,1,20180331,29.75,2,2,,1.002241225
401,1460,,2,4,1,2,1,1,1,0,0,0,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,1,1,4,3,4,1,1,1,1,1,1,1,0,0,0,4.0,1,,1.0,,,,,,,,,,,,,,,4,3.0,2.0,2.0,4.0,1,0,1,0,1,0,1,0,1,1,1,2,3,3,2.0,1,1.0,1.0,2.0,1.0,3,3,2,3,,,,,,,2,3,1,1,1,1,1,2,2,2.0,1,0,0,0,0,0,1,2,2,2,1.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,2,1,1,3,4,2,2,3,2,1,0,0,0,1,0,0,2,1,1,4,1,2,1.0,15,12.0,4.0,1,1,9,1,2,1,4,4,0,0,0,1,3,20180323,10.45,2,2,,0.084492054
402,1461,,1,2,3,2,0,0,1,0,0,0,3,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,2,1,1,4,2,4,1,1,0,0,0,0,1,0,0,0,,3,,,,,,,,,,,,,,,,,4,4.0,4.0,4.0,4.0,0,0,0,0,0,0,1,0,1,2,2,1,3,3,3.0,3,1.0,1.0,2.0,1.0,4,4,4,4,,,,,,,2,1,1,1,2,3,1,2,2,2.0,0,0,1,0,0,0,2,1,1,4,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,4,1,1,2.0,13,10.0,4.0,3,1,12,1,3,1,2,4,0,0,3,0,1,20180324,11.43333333,2,2,,0.042866214
403,1462,,2,3,1,3,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1,1,4,4,3,2,1,1,0,0,0,1,0,0,0,1.0,1,,,,,,1.0,,,,,,,,,,,2,4.0,4.0,4.0,4.0,0,1,0,0,1,0,1,0,3,2,3,2,3,3,3.0,3,1.0,1.0,1.0,1.0,4,4,4,4,,,,,,,1,3,1,1,2,2,2,1,1,1.0,0,0,0,1,0,0,2,1,1,1,4.0,4.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,98,98,98,98,98,2.0,13,10.0,2.0,3,2,2,0,4,1,3,4,0,1,2,0,1,20180324,14.35,2,2,,0.227953636
404,1463,,2,1,1,3,0,0,1,0,0,0,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,4,4,4,5,1,0,1,1,1,1,0,0,0,5.0,2,,,,,,,,,,1.0,,,,,,,4,4.0,4.0,4.0,4.0,0,0,1,0,0,0,0,0,3,2,3,3,3,3,3.0,3,1.0,1.0,2.0,1.0,4,4,4,4,,,,,,,2,3,1,1,3,2,1,1,1,1.0,1,1,0,1,0,0,1,2,2,3,4.0,3.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,1,2,1,1,4,4,4,4,4,2,0,0,0,0,0,0,1,1,1,1,3,1,1,2.0,14,11.0,2.0,1,2,3,0,4,1,3,4,0,1,0,1,2,20180325,17.3,2,2,,0.491631505
405,1464,,1,2,2,3,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,2,1,4,3,4,1,1,0,1,1,1,1,0,0,0,4.0,1,,,,,,1.0,,,,,,,,,,,3,2.0,3.0,2.0,3.0,1,0,0,0,0,0,0,0,3,3,2,3,3,3,3.0,3,1.0,1.0,2.0,1.0,2,3,3,3,,,,,,,2,2,2,3,3,3,3,2,1,1.0,1,0,0,0,0,0,2,2,1,4,2.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1,1,1,2,3,4,2,2,2,3,1,0,1,0,0,0,0,1,1,1,3,1,1,1.0,15,12.0,1.0,1,1,14,1,4,1,3,3,0,0,1,1,1,20180328,9.85,2,2,,2.831158835
406,1465,,2,2,1,2,1,0,1,0,1,0,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,2,1,1,4,2,4,1,1,1,1,1,0,1,1,1,0,2.0,2,,,,,,,,,1.0,,1.0,,,,,,2,4.0,2.0,3.0,4.0,1,0,1,0,0,0,0,0,2,3,2,2,3,2,3.0,2,2.0,2.0,1.0,2.0,3,3,2,3,,,,,,,2,2,2,2,1,3,3,1,1,1.0,0,0,0,0,0,1,3,2,1,3,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,1,1,1,1,4,4,4,2,4,3,1,0,0,0,0,0,0,3,2,2,3,1,1,1.0,17,11.0,4.0,3,2,14,1,2,1,1,2,0,0,0,0,2,20180311,7.6,2,2,,1.224667185
407,1466,,2,3,1,3,0,0,0,0,0,1,3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,2,1,1,4,2,4,2,1,1,1,0,1,1,0,0,0,5.0,3,,,,,,,,,,,,,,,,,3,2.0,3.0,3.0,2.0,1,0,0,0,0,0,1,0,1,1,1,1,2,3,3.0,2,2.0,1.0,2.0,1.0,3,2,3,2,1.0,0.0,0.0,0.0,1.0,0.0,2,3,1,2,1,1,3,2,2,1.0,0,0,0,0,0,1,2,1,1,3,2.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2,1,1,2,4,4,3,3,3,2,1,0,0,0,0,0,0,2,1,2,2,3,1,1.0,15,9.0,1.0,1,1,18,1,2,1,1,4,0,0,0,2,2,20180325,14.98333333,2,2,,4.605360676
409,1468,,2,2,2,2,0,0,0,1,0,0,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,1,3,3,3,5,1,0,1,1,0,1,1,0,0,3.0,1,,1.0,,,,,,,,,,,,,,,3,2.0,2.0,3.0,2.0,1,0,1,1,0,0,0,0,1,1,1,2,2,1,2.0,1,2.0,2.0,1.0,2.0,3,1,1,3,,,,,,,1,2,1,1,1,1,3,1,1,1.0,1,0,0,0,0,0,1,1,2,3,4.0,3.0,4.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1,1,2,2,2,3,2,2,2,2,0,0,0,0,1,1,0,1,1,1,4,1,1,1.0,15,10.0,1.0,2,1,14,1,3,1,3,3,0,0,0,0,3,20180309,9.8,2,2,,0.856349966
410,1469,,1,4,4,3,0,0,0,0,0,1,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,1,1,3,2,3,1,1,0,0,0,0,1,0,0,0,,3,,,,,,,,,,,,,,,,,4,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,1,2,2,3,2,3,3,3.0,3,2.0,1.0,1.0,1.0,4,4,4,4,,,,,,,77,1,2,77,1,3,3,2,1,1.0,1,0,0,1,0,0,4,2,1,2,4.0,4.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,1,1,2,1,3,3,3,3,3,3,0,0,0,0,0,0,1,3,2,3,4,3,2,1.0,15,10.0,4.0,3,2,13,1,4,1,3,2,0,0,0,1,1,20180327,35.86666667,2,2,,0.200634025
411,1470,,1,1,1,3,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1,4,4,4,2,1,0,1,0,1,1,0,0,0,2.0,3,,,,,,,,,,,,,,,,,4,4.0,3.0,2.0,4.0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3.0,3,1.0,1.0,2.0,1.0,4,3,4,3,,,,,,,2,3,3,2,3,3,1,2,2,1.0,0,0,0,0,0,1,2,3,2,3,3.0,2.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2,2,1,1,2,1,2,1,2,3,0,0,0,0,0,0,1,4,2,4,3,2,2,1.0,15,12.0,1.0,1,1,12,1,4,1,4,4,0,0,1,1,2,20180409,26.28333333,1,1,,0.61347369
412,1471,,1,4,1,2,0,1,0,0,0,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,4,3,4,1,1,0,1,0,0,1,0,0,0,2.0,1,1.0,,,,,,,,,,,,,,,,4,4.0,3.0,2.0,4.0,0,0,1,0,1,0,1,0,2,3,1,2,3,3,3.0,3,1.0,1.0,2.0,2.0,2,4,2,3,,,,,,,2,2,2,3,3,3,2,2,2,2.0,1,0,1,0,1,0,2,2,1,2,2.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1,2,1,2,4,3,3,2,2,3,0,0,0,0,0,0,1,3,1,1,4,1,2,1.0,14,12.0,1.0,1,2,10,1,3,1,3,4,0,0,0,1,3,20180323,13.28333333,2,2,,0.904947875
